Preco,Quartos,Suítes,Área Útil (m2),Vagas,Education,Entertainment,Financial,Healthcare,Sustenance,Transportation,Others
650000,3,2,115,2,0,0,0,0,0,0,0
465000,3,1,68,1,3.4264084572502433,0.7180054365924402,0.9802781391999784,4.715633722473506,4.7645230624027395,26.44983976707336,1.0164093243168089
750000,3,3,120,2,0.611267988203591,0.009210550249440985,0.539117185709574,0.09939023860019301,2.3070683443435325,18.12426740830496,0.46410450390473873
434029,2,1,65,1,0.8129888707205634,0.2537985192041547,0.32479983185909717,1.3783847082580503,1.6180148335365736,25.158426937180277,0.22861222474874693
360000,1,1,46,1,0.3803841438283747,2.5497549668383046,1.750595369841252,0.19341997435618122,5.157401045591609,30.482856091886834,2.772561987312402
310000,2,1,52,1,0.6953105365515315,1.3375907569439018,0,0.16334152227093193,1.4844102259490395,16.66725261523444,0.5890989138020026
1560000,4,4,234,3,0,0.024099743129548643,0.1590340939647292,0.47621413022896886,1.9031736348456374,20.92893033745623,0.47739658870459856
550000,4,1,160,1,0,0,0,0,0,0,0
416000,3,1,64,1,0,0,0,0,0.05095527777670532,16.52830030286502,0
645000,3,2,115,2,0,0,0,0,0,0,0
220000,0,0,56,1,0,0,0,0,0,0,0
850000,4,1,164,2,4.157022287899901,1.3322701429616703,0.25626959488107615,3.7511903159781945,6.770089116318903,39.37069522877196,1.0028944194591471
340000,3,1,65,1,0.0573843452591816,0,1.3886260938902852,0.9867958071051427,0.6112220495574336,26.119776615076404,0.1440482288310867
350000,3,1,70,1,0,0,0,0,0,0,0
285000,2,0,57,0,0.6081961001619255,1.9116714571748346,0.07684561738078548,0.9092921917211396,2.886910481601244,31.5469709508271,0.28705703374833363
549000,3,1,88,2,0,0,0,0,0,0,0
1050000,3,2,127,2,0,0.23463275009362486,0,1.2223563868776481,1.2538236776185276,9.947321313409871,0
515000,3,1,95,2,0.9193919325395519,2.7277221187205676,1.7557455211133517,0.19977050891125578,5.951394224198563,33.02743898273221,3.2931644591435028
260000,1,1,41,1,0,0,0,0,0,0,0
250000,3,1,60,1,0,0,0,0,0,22.404311987801407,0.6838514664270396
505000,2,1,56,0,0,0,0,0,0,0,0
850000,3,1,144,1,0,0,0,0,0,0,0
300000,2,1,56,1,0,0,0,0.3219507517659647,0,23.29615929254956,0.26002712560368857
355000,2,0,75,2,1.4599728087047752,0.5973007613702738,0.7388757961060809,1.9639099344152404,7.550731787879428,40.46128870774639,1.367387764185836
430000,2,1,65,1,0,0,0,0,0,0,0
3000000,0,0,,0,0,2.9658932564242466,0.520848480352735,0,0.3918972062940752,89.09603189754056,4.57205996758735
547000,2,1,56,1,0,0,0,0,0,0,0
320000,2,1,55,1,0,0,0,0,0,0,0
630000,3,1,106,2,0.07601318312656963,0.8125443600501943,1.3777130507836661,1.1696318582604452,5.8875538977166295,34.805584445670235,0.2595998658288522
385000,2,1,61,1,0,0,0,0,0,0,0
395000,3,1,75,1,1.860430195760297,0.30382955495076364,0.0368976191446734,0.5649298627493805,2.8958439703192425,17.723930127849833,0.19725441436981805
410000,2,1,53,1,0,0,0,0,0,0,0
1300000,4,4,203,3,2.3502220234995654,0.957307328382583,0.4249336213237483,2.6559136730782464,6.730858721379053,24.09293398300544,0.9041428515386943
262000,1,1,39,1,3.4137124217970847,1.1433994431907266,1.403828875640706,4.30236484960381,11.598498348179787,36.57462909751116,1.4206142653135756
3100000,4,4,290,5,1.096065663594046,0,0.44241323009810307,0.18549322295276488,1.4776846517524334,17.441033716431352,0.47446240145809077
450000,2,1,68,1,0,0.44846441765296696,0.098331900447551,1.654384406389124,1.291050485719882,8.13835930366226,0
390000,4,1,134,1,0,0,0,0,0,0,0
1000000,4,2,155,2,0.4141386020743099,3.0099234088621514,0.9290559824331168,0,1.4292520498839927,21.33578064110646,1.9355944167987311
410000,3,1,79,1,2.116811120539583,0.5555746285266234,3.8811551830876465,4.979629593456295,5.5320533764256705,33.923051720940315,2.402575516487945
2000000,4,2,360,3,1.5691419718728674,0.07819927833153292,0.5853025628208055,3.3787564587108028,2.7553462666952657,23.896926683127973,0.5630093990811574
550000,4,1,179,1,1.3298356612332949,1.0617443867067449,0.12345669555020788,1.4509902763880405,7.794845501439496,36.844080532409144,1.6363087207731957
386147,3,1,63,1,0,0,0,0,0,0,0
630000,3,2,115,2,1.0946879182341394,0.8367355596968249,0.22527049145398484,3.168544213167882,4.349380755826208,28.721889730204644,0.288235903146965
1200000,4,2,212,2,0.15946718379004574,0.7297083259397835,0.5651235144893086,1.3604580998010098,0.9219476434558547,12.541269634834252,0
320000,3,1,110,1,0.4439677592171172,0.10327814968501026,1.6788819199505487,1.7325626832598022,4.820774633383752,31.317660251280145,0.9857256669604929
320000,2,1,54,1,0,0,0,0,0,0,0
155000,1,0,56,0,0,2.9915977509464904,0.5495571054348578,0,0.3778789023721133,88.77789723895447,4.601767861484079
900000,4,2,140,3,0,0,0,0.3236477184269694,0,23.281175798407833,0.2597572576275294
160000,0,0,29,0,2.9904405132258742,0.9466451641133199,0.5351686791145998,3.5980017602163423,8.175445658850844,26.562811762206557,1.2134459206972523
470000,3,1,77,2,0.6489578352431368,0.08672712041159877,4.565638378601237,3.9475355500524705,2.7727148838202713,31.78192390134235,1.1270144021742192
350000,3,1,64,1,0,0,0,0,0,0,0
1278000,4,4,185,2,0.83978275026156,0.6665182093821295,0.5082887265744969,0.7357495121161157,0.7085136123393684,27.036110573980874,0
449000,2,1,58,1,0,0,0,0,0,0,0
320000,1,1,24,1,0.3803841438283747,2.5497549668383046,1.750595369841252,0.19341997435618122,5.157401045591609,30.482856091886834,2.772561987312402
1100000,4,3,149,3,0,0.48374342361855555,0.13536797942713247,1.692404980947662,1.2940860619125176,8.314879633092527,0
680000,3,1,102,2,0,0,0,0,0,0,0
550000,3,1,95,2,0.48979126527208816,1.331888413425343,0.9896150249679312,3.354834776862024,3.599000079361381,39.225074744636565,0.04316948727993508
328000,3,1,67,2,0.33572356160339245,1.1001946709795647,0.036510915743356236,0.08028575467684596,0.7473793736016241,22.42825163543158,1.0422777114040749
249000,3,1,60,1,1.1485514104631542,1.5214196709276915,1.2031511597493612,0.7177951320216088,0.6868401326108075,25.91786301935838,1.145583054401059
760000,3,1,156,2,0,0,0,0,0,0,0
830000,4,4,150,2,0,0,0,0.3219507517659647,0,23.29615929254956,0.26002712560368857
1150000,3,1,180,2,0,0,0,0,2.15445469144756,15.170852424524663,0
650000,4,2,105,2,2.781846526529685,0.9040832316887389,2.1165103896565722,5.351410184561342,4.577859289568942,30.723631283146588,1.3808829144570742
540000,3,1,106,2,1.0142574100228372,1.8805700874203102,0,0.3361224042971365,3.1840980937772425,18.587707678179974,0.9248631430879677
1100000,4,4,207,3,0,0,0,0,0,0,0
385000,2,1,62,1,2.004361755870179,0.6579751151010508,3.1704884762666854,5.176388980649517,4.255018361355526,30.91342960844579,1.540504284489808
1600000,4,4,193,4,0.047462518809147126,0.7772987486824082,1.3753858219611175,1.115940517253765,5.668892990102252,34.753545105841106,0.242575398681171
2100000,3,0,360,3,1.7039141917434502,0.7348969245007233,0.25315428288545616,1.1328846569937652,7.681362530244538,32.831850358236025,1.7220950434758273
500000,4,1,206,2,2.511229226230994,0.7266094258425673,0.31937654964115586,2.296930098697464,6.434864761387441,23.78628205929485,0.7455126183631806
670000,3,1,200,2,0,0,0,0,0.046276200455938124,10.177711853675975,0.029921335643544923
1800000,3,3,200,3,0.42702697689995545,0.32976737180381915,0.852139765195147,0.9587237889116531,4.249322805582794,23.93247292531274,0.9046735420168954
325000,3,2,83,1,0.2951293113777438,0.43792694736642107,0,0,0.9848834832814155,24.879264214175187,0.3561998983220853
690000,3,1,106,2,0,0,0,0,0,0,0
900000,0,0,300,4,2.305188750231848,1.2214026309953476,1.0913687231342122,4.16299239268301,9.674513101318968,32.301949617705795,1.466401125895439
260000,3,1,160,0,0,0.38309536917822323,0,0,0,26.844131755463547,0
390000,3,1,79,1,0.7639968064023979,1.376999437371165,0.7057407044054521,3.0634632488352938,4.389783511742555,35.73495237623583,0
460000,3,1,82,2,1.0879125791293416,1.5636240911507313,0,0,0.8548741488786974,24.971313633572127,1.161725116672933
1430000,4,3,136,2,0,0,0,0,2.804832602233636,14.360029798846682,0.16687761834318987
840000,3,1,113,2,3.204340589372646,1.0081890882350906,0.8368864871670049,4.606609261441052,9.549406809625765,29.0316373831118,1.4833233645147819
740000,4,3,230,2,0.633820128930904,0.6227339055159874,0.6123089943704211,0.8597279651469895,0.439688926454205,25.30092349462089,0
150000,0,0,27,1,0,0,0,0,0,0,0
900000,3,1,180,1,0,0,0,0,0,0,0
550000,3,1,130,1,0.3803841438283747,2.5497549668383046,1.750595369841252,0.19341997435618122,5.157401045591609,30.482856091886834,2.772561987312402
2600000,4,4,235,3,0,0,0,0,0,0,0
460000,3,1,76,2,0,0,0,0,0,0,0
650000,3,1,105,2,0.7584827111056166,2.7029765015705527,0.7575622282076948,0,1.537192577769834,23.253949427246482,1.8200398995765728
560000,2,1,50,1,0,0.02525336989126913,0,0.923708890061572,1.7673419936115642,10.61837980492059,0
750000,3,2,129,2,2.1865110466504394,0.3625977267045024,0.15791224907689264,1.1851431196396702,5.87099846203836,23.82239646391227,0.7568235672617674
2200000,4,2,220,3,0,0.026754686092967404,0,0.8129393779686629,1.4720944709170987,9.46558456345646,0
2400000,2,0,297,4,0,0,0,0,0,0,0
665000,4,2,113,3,2.0110457658921326,0.347985281889935,0.5327891906461066,1.0566278327278285,4.802701955240531,30.11573887820568,0.6057176227046626
600000,3,1,118,1,1.8636384321077217,2.050373524358618,0.7357259497192346,0.2614309751113552,6.047377758240426,25.5013572780703,2.850841233070058
900000,4,2,152,3,0.7352218830049548,0,0,0.08494612607812507,0.12177773117031881,25.794829108795234,0.10175764489509549
259000,2,1,55,1,2.623002619275644,1.0868965425486248,1.2911899812872152,3.692906049707014,10.742649915520628,39.600076028592994,1.6399810534189092
155000,2,0,46,1,0,0,0,0,0,26.47949808755023,0.5982117831135823
360000,2,1,62,1,0.702114002870181,0.9340717976672388,0,0,1.4089635051440041,25.934613185046132,0.9800527271365619
570000,2,1,86,2,2.03430424589626,0.6660036065649638,2.3801288863497043,4.803059813893633,3.9833005765034812,29.816670217262228,1.1742188329405414
220000,2,1,56,1,0,0,0,0,0,0,0
560000,3,2,91,2,0,0,0,0,0,0,0
350000,3,1,100,1,1.7803901155371369,0.5829415320720369,0.20298401743151556,1.3394933782219263,3.8439188465624676,20.582133068346348,0.43833760121119475
450000,3,1,79,1,1.8221736923849652,0.542353818259883,0.1569145561649709,1.1524120416250991,3.540247756362833,19.61166987957344,0.325642422120123
550000,3,1,119,2,0,0,0,0,0,0,0
360000,3,1,61,1,0.23971878561532356,0,2.7453167062899935,2.1310685944953134,1.254330673376347,28.359858086090185,0.5600660223505529
342900,2,1,44,1,0,0,0,0,0,0,0
1200000,4,3,163,3,0.11923460098023055,0.6308966346425724,0.339423557792111,1.5453764310834441,1.429581026781154,10.094342966947368,0
535000,3,1,77,0,1.2817595419819874,0.8669758351080669,0.11610200827472647,3.174978769220379,3.7709780940574706,28.731494836021774,0.18109281614225506
386000,3,1,61,1,0.764487677978737,1.3279860347864056,0.6440541519632903,3.278767279801114,3.396406857521805,36.57110821475623,0
440000,3,1,108,1,0.7596701200591995,0.5687701171649759,0.5533431538905187,0.7093521364943881,0.9296499235119837,24.81421015001555,0
1500000,4,4,183,3,0.09055417093084576,0.7183408010306463,0.3769417064756228,1.791549938608846,1.4373142620294304,11.237311766016566,0
3328151,5,5,312,0,0,0,0,0,0,0,0
500000,3,1,138,2,0.7551935390419391,1.0585503911775795,0.3480916110093274,0.8339565066446251,0.6272884005462633,30.30831082013321,0
570000,3,1,82,2,0,0.44846441765296696,0.098331900447551,1.654384406389124,1.291050485719882,8.13835930366226,0
314000,2,1,54,2,2.8577504115365078,0.929824852827469,1.381275337462286,3.3915141096810926,10.645924939906488,40.08279182254375,1.4694601509420913
363000,3,1,67,2,2.5777536175789306,1.112266713309276,1.2773936381040196,3.716301535491676,10.708226987735216,39.508861550713746,1.6560444424327232
399000,3,1,68,1,0,0,0,0,0.04139879535241528,12.287211650543286,0.3584280893013853
730000,3,3,163,2,0.4360157111035544,3.111180929195111,0.13940355663938886,0,0.6328457497586056,13.929997079391113,1.1015663877343242
480000,3,1,79,1,1.6868888582676531,0.3460070074764983,0,0.7835454640544244,3.798743464118463,19.17908933590376,0.2524411228947764
2500000,0,0,400,15,1.0478840264719649,0.4366953252382615,1.5332624330786482,2.932586658338202,1.061084932462635,30.034952658992196,1.4697983126334881
160000,2,0,74,1,0.8524462835741176,0.5680020577746419,0,0,1.186429316168666,12.684283269553065,0.9344664685684381
349900,2,1,53,1,3.6643950555767093,1.0971406703276623,1.362004856984988,4.017312468347425,11.273145780169383,37.503806647161944,1.267447366640873
690000,3,1,104,2,2.1059281550767173,0.24977400116870546,0.8004024156559467,0.9013479746935774,2.6881501354310102,23.775036975745664,0.24306351297251091
456000,3,1,76,2,0.6081262747285082,0,3.1751445374015796,2.69473825371265,3.720286024439793,30.273431492572257,0.9677936099869101
155000,1,0,28,1,0.9516135452608268,0.5717191527271945,0.495579712336788,1.1386968523862628,1.0697527757909187,33.008713540083605,2.874448585402151
1600000,4,4,234,3,0.20342409370581163,0.06348731850630703,0.6588705272388928,0.603561872452297,0.766233762511562,28.964676517148067,0.20926254350271564
510000,3,1,69,1,1.2987696109244533,0.47064577019925286,3.89770908202287,4.956171559381906,3.784643724384708,31.858725774495934,1.513776017339916
350000,0,0,42,1,0,0,0,0,0,0,0
357000,3,1,63,1,0.674916579691811,0.11829681468323759,4.386823880722588,4.071488844418865,2.5799751503995942,31.649651725064977,1.1435594713818191
385000,3,1,63,1,0,0,0,0,0,27.505526356053466,0
325000,2,0,60,1,1.3438153819871987,0.5506286225124422,0.013279000776676753,3.2443225742469717,2.1298735507216167,28.54410204870515,0
840000,4,4,158,3,0.2726953370445883,0.05756672248189534,0,0,0,16.899306485331383,0
450000,3,1,100,1,0.5465322586047754,1.6087026886334732,0.18466398560756556,0.9640522783922838,2.514483311545775,32.20658323788801,0.17024040374267746
1600000,4,4,300,2,0,0.026754686092967404,0,0.8129393779686629,1.4720944709170987,9.46558456345646,0
1050000,4,2,133,2,0.3986368319474509,0.7399603091797656,0.03547908898112451,0.24585338429965817,0.1541867418604985,24.20925170802339,0
310000,2,1,69,1,0.15229007536831854,0,1.7878711024296592,1.2112839857387152,0.9471939634249468,26.026261587643997,0.20426689356388192
950000,4,2,186,3,0.11612074945596237,0.9896117274052665,1.5005476261838706,1.703421127351183,5.661936137325581,37.110801418855736,0.16736957809388822
1170000,4,4,172,3,0.9046740956905921,0,0,0,0,23.72527412835344,0
350000,2,2,77,1,0.7548323937288482,0.5405769966762998,0.8120558294159771,1.108687059149564,1.1163736344160626,25.05238378502345,0
240000,2,1,51,1,0,0,0,0,0,0,0
3790000,4,4,402,4,0,0,0,0,0,0,0
810000,4,1,180,2,0.25941080990103477,0.8176373668078388,0.6597963366013787,1.4507984363657993,1.082662961546568,14.40482231258872,0
410000,3,1,80,2,0,0,0,0,0,0,0
209000,2,1,42,1,0,0,0,0,0,0,0
420000,3,1,69,1,0,0,0,0,0,0,0
350000,2,1,62,1,0.7001191283217707,2.284378058652616,0.15517061374725108,0.8989355007816909,4.104058237135835,31.499636933255587,0.6361636862081108
380000,3,1,71,1,0,0,0,0,2.7619503168823494,16.476098195740967,1.1902427613555588
400000,2,1,60,1,1.0566113728680477,2.8487301638960805,0.7785396661859036,0.7266269636278534,7.4009877188641315,32.21794250396585,2.2447232153408487
265000,2,1,94,0,1.2255054674761265,1.4857934034816425,1.2397844516485441,0.74305923060722,0.8348863562744071,26.36083211657259,1.123373524678322
460000,3,1,84,2,1.9381603737043842,0.506075083664862,0.08718904617383975,0.9983242065494106,3.5253417988555866,18.23721586357971,0.2374598341110566
350000,1,0,55,1,0.42215378195363984,0.20909491841316127,0.751652227811179,0.36757947415226755,3.66887611108931,21.847705906311898,0.6481205646875954
350000,3,1,72,1,0.5317501339773337,2.204808901514623,0.008377837659773717,0.6594864320944981,3.905206478277853,14.266297373204857,0.8581493010769037
297675,2,0,51,1,1.6760730883402757,0.3236683900369158,0.04679523718556209,0.7959103628941974,4.042467975415578,19.658290519495306,0.2641941468170895
395000,3,1,126,1,0.5749125129210111,2.6215069327811884,0.9891994986304852,0.750606543548922,7.281731552279597,33.85344732369762,2.07061969399406
2000000,6,4,380,4,0.14928001467091462,0.10813612218504863,0.6839277732384674,0.6490568529974495,1.1142250889791159,29.158305555780803,0.21314118348605654
340000,2,0,76,1,0.484721088576311,1.780318214376396,0.2243037818821898,0.9508980190628462,3.2377836349931055,32.00186572635892,0.42546752902194884
670000,3,2,102,0,0,0.18715629026009628,0.6094277338628428,0.6675433671267859,2.4458624267099727,26.352489001284987,0.29638522947375917
400000,2,1,53,1,1.4421012427099458,0.5177945107014962,3.5006054628062637,4.774331997502102,3.8200247001273278,30.781433927007736,1.4199657429791075
360000,3,1,59,1,1.695624908745117,2.328855258301935,0.6372521539121425,0.3968310544345169,6.434632134757355,25.279613411072095,2.6139445507406895
380000,3,1,71,1,0,0,0,0,2.761930395884807,16.47618702478609,1.1902373199162966
385000,3,1,75,1,1.860430195760297,0.30382955495076364,0.0368976191446734,0.5649298627493805,2.8958439703192425,17.723930127849833,0.19725441436981805
1200000,4,4,320,3,1.2785468479738036,1.316140557279656,0,1.683666434841871,6.7093991835623035,38.394700112374586,1.1088313709239592
530000,2,1,35,1,0,0,0,0,0,0,0
585000,3,1,87,2,1.906290484258232,0.5945822494965544,1.0892957801524223,3.8815148178202508,3.59752531650912,29.063226044357762,0.6973124420534611
279000,2,1,556,1,0,0,0,0,0,0,0
375000,3,1,75,1,1.7896495393701521,0.3169227171973765,0.008798909361655434,0.659776429721213,3.1699063179853337,18.205089827517252,0.1993231009062124
1400000,3,2,205,2,0,0,0,0,0,0,0
400000,3,1,61,1,1.6678846444569284,1.8309900255665479,0.25857663858979263,0.21070417466552066,4.6906999050269444,19.114835138584205,2.0900189987078717
870000,4,3,112,2,0,0,0,0,0,0,0
900000,3,1,138,1,0,0.46661875440268374,1.2833482089847743,1.2745831757825081,1.5605342608062114,40.071621904899374,0.5917084314279303
259000,2,1,55,1,0,0,0,0,0,0,0
680000,3,1,112,2,3.3253500305346844,0.5264123320526715,0.7924376783401147,4.420527384356152,4.2117469319252905,24.22373660195843,0.6768775896078715
356150,2,1,65,1,0,0,0,0,0,0,0
550000,3,1,113,2,0.8736541123097303,0.14483799380554854,0.5794251664047604,1.7699069456713388,3.1018133372968597,22.530752053079603,0.8033951776060749
445000,3,1,79,2,0,0,0,0,0,0,0
400000,3,1,57,1,0,0,0,0,0,0,0
330000,2,0,72,1,3.880017038959839,1.0818859338195888,1.3000478443943217,4.264533434772511,11.03533919834871,36.736158872000736,1.2121227853474854
259000,2,1,55,1,2.623002619275644,1.0868965425486248,1.2911899812872152,3.692906049707014,10.742649915520628,39.600076028592994,1.6399810534189092
350000,2,1,60,1,1.424823563778863,0.9775836973850078,0.4276352512018473,0,2.5285329042689626,22.558425238419932,1.6402702386780428
1400000,4,3,172,3,0.01946809326980019,0.018485069078469793,0.1460795968008332,0,0.13905063350318483,14.536907388179642,0
1100000,4,2,186,3,0.11612074945596237,0.9896117274052665,1.5005476261838706,1.703421127351183,5.661936137325581,37.110801418855736,0.16736957809388822
196840,1,0,26,1,0.56305890199876,1.1496038844522518,0,0,2.273112056073486,15.02940839559903,0.5355887030199643
315000,2,1,47,1,0,0,0,0,0,0,0
460000,3,1,85,2,2.492284902484702,0.6437694947531525,0.2639425173504536,2.2079256319393052,6.566029442937207,24.182624025385948,0.7466823136971186
900000,4,2,205,2,4.740696716151085,0.9040967275447607,1.2182156357931062,3.4445611439389108,9.050753590612556,39.01028081298924,0.8746210356800319
1500000,4,3,220,4,0.33238569122541195,0.4733224317880106,0.9245374177277395,1.0751081912621436,5.302649902024943,26.11564228830712,0.8035336365697806
260000,3,1,94,1,0.13978161398602357,0,1.170421262539631,0.6326796157385809,1.1302336185107416,22.755747754027166,0.08142415345721839
1100000,4,2,120,2,0,0,0,0,0,0,0
200000,2,1,75,2,1.4348585510776415,0.432706360786534,1.3721523752407319,1.0038077989573422,6.024388044472607,29.259997908953967,0.30722328099472235
650000,3,1,120,2,0.6186072118352256,1.662277177239794,0.11689700083475134,0.8460584217293102,2.076487523917124,30.943164411303982,0.07904079524335372
320000,3,1,60,1,0,0,0.14599105960351358,0.0638540006358379,0.14361916263023353,27.598465807287724,0
2499999,4,3,400,3,0.5487204804028792,0.8252036017378108,0.3987741028712743,0.8626385570240711,0.9363156496772305,27.51791665695342,0
600000,3,1,134,2,1.4421012427099458,0.5177945107014962,3.5006054628062637,4.774331997502102,3.8200247001273278,30.781433927007736,1.4199657429791075
1100000,4,1,175,2,0,0,0,0,0,0,0
1050000,4,3,192,2,0.5626259518046787,0,0.3203691251904029,0.23718466213310535,0.21905137145621278,29.66355933976243,0.13552578495992748
480000,3,1,106,2,1.5800064921697197,1.35226794496679,0,1.746658924099009,7.663947690639117,38.4264248230829,1.5092180742494783
900000,4,2,131,2,0.36736403171345533,2.2673499054519555,0,0,1.1961418860909134,13.526289141180369,0.540542527592
850000,3,1,102,2,3.1801934345151137,0.8917224032088181,1.4661779447044863,5.236586812294848,4.890593599815473,28.9172904155779,1.2411164949863482
450000,2,1,50,1,0,0,0,0,0,0,0
650000,3,1,100,2,0.25124642289150845,1.4389112341887722,0,0,1.1973291963355106,12.563747358491707,0.34357765202453994
480000,3,1,81,2,0,0.4890466277161354,0.1325125671559764,1.7908983169398511,1.3021721013096839,9.697696272675323,0
930000,4,1,142,2,0.3384007694920933,1.3285467401423405,0,0,1.4659070183934382,13.2226534002887,0.38640522419449985
850000,4,2,123,2,0.6822964236856807,2.7233602299740447,1.947320988948587,0.2386992417457492,5.996147475226108,32.99155282860087,3.150706365786238
600000,4,2,155,2,0.8859444711591982,0.8167941677027737,0.6000669917784085,0.9578949539843244,0.5614583104913193,28.96866233107234,0
670000,3,1,85,2,0.649870417114616,0,0.08243967351775268,0.17044258500906506,0.14780115593694756,26.43229335144903,0.12718440822877278
550000,3,1,200,1,0.15219918679856653,0.5802234934087214,0.3286179481163267,1.3719733742328697,1.347981385556578,10.068240805330895,0
230000,1,0,76,1,1.4168331652145452,0.7115778050371073,0.24326438622271598,0,2.301877806569451,20.26365758912703,1.4776232471822062
950000,4,2,180,3,0.25389557613409,0.7414084644868415,1.113739693743263,1.1337800614610982,7.13499291978914,30.98015839263945,0.5390941288619144
410000,3,1,130,1,1.056120583497355,2.3663469386058558,1.0930851176324303,0,3.237860404291681,27.56390710280598,2.4978245325350588
900000,4,3,156,3,2.755528890573486,1.1713442913922711,0.631503160596107,3.7807633761444044,8.545378582208924,27.090772374842885,1.3024555855356676
2100000,4,4,176,3,0,0,0,0,2.6456239585317363,12.181925623867293,0.6187585118762383
1600000,4,2,403,3,2.97472115070025,0.8576801188135903,0.37284348583592136,3.1772681428289697,7.866374624049378,27.234166283481603,1.1260934406033434
640000,3,1,81,2,0.48964972672852514,0.45766589643610256,0.366141051134639,0.5278494940374363,0.9034901174982337,19.11292415232422,0
240000,2,1,70,1,0.5432466665083477,1.0588407363592336,0.6490250561522415,0.5500021915893927,0.7942005658094089,29.661982239073964,1.477719338180562
210000,1,0,25,1,0,0,0,0,0,0,0
1400000,4,4,210,3,0,0.5939659851152337,0,0,0,7.295720853984535,0
360000,3,1,62,1,0.005809296304455984,0,0.7294834821188287,0.3933070134842158,0.674384050678197,22.612352544503057,0.0060631939816514656
353500,2,1,56,1,0.5993854348806521,0.537011837884959,0.5370163542635437,0.8630824767301998,1.1419552230506351,20.808307812208692,0
522240,0,0,52,809,0,0,0,0,0,0,0
1200000,3,3,155,3,0,0,0,0,0,0,0
290000,3,1,77,1,0.6472274650882548,0.6892385807693316,0,0,1.3531847508289823,27.21565229421928,0.6233138797271265
430000,2,1,90,1,2.0565861506888803,0.35228317482071136,0.6151207646662749,1.1521329668202493,6.530295608904197,28.144300715906855,1.8080406982362156
680000,4,4,157,2,0,0,0,0,0,0,0
1400000,3,3,155,3,0,0,0,0,0,0,0
550000,4,1,118,2,0,0,0,0,0,0,0
480000,3,1,89,2,1.6678846444569284,1.8309900255665479,0.25857663858979263,0.21070417466552066,4.6906999050269444,19.114835138584205,2.0900189987078717
500000,3,1,126,2,3.1614638163557967,1.1378026108663861,0.2683393843267429,3.2990975022200897,7.8371147540288675,31.011845539139053,1.4244801742244066
160000,2,0,54,0,0.0445090037419484,0,0,0,0.38888709686117695,27.676176090216597,0.2772135390448291
1500000,4,2,200,3,0,0.19638029213445213,0.41486324709668165,0.468089262724504,3.405637842474761,22.336133164176786,0.4110066136091275
520000,3,1,104,2,0.8938182287211613,1.054240010277771,0.16287755338471188,1.5317102221235994,7.6705413815606756,37.15316279864639,1.3487688668207993
360300,3,1,58,1,0,0,0,0,0,0,0
364350,3,1,67,1,0,0,2.4459283222170924,0,0,20.205692167943425,0
460000,4,0,237,3,0,0,0,0.051745216168901036,0,20.151434720584607,0
395000,3,1,96,1,0.7661554391180815,1.9146898421311316,0.02311878403673552,0,1.838744690062763,19.129086094580195,0.8284239096036752
465000,3,1,125,1,0.5120159659756068,0.56520236353592,0.6222091214779164,2.027864287299807,5.344389312109651,26.959214735065128,0.6702856597758521
390000,3,1,79,1,0,0,0,0,0,0,0
750000,4,3,135,2,0.10334317187419356,0.4296997874171425,0.21529805196288113,1.0267630364144202,1.109015556492758,8.154998685528646,0
200000,0,0,39,1,0.13707676508728048,1.0723924016125848,1.5576417688645892,2.043543778008606,5.393487164917488,38.261375793517075,0.09560136045950537
490000,3,1,90,2,1.6989729359273888,0.9657445817881796,0.5076759712795242,2.5377319131227036,5.934501677097969,26.400477144132406,0.9873671232500368
550000,3,1,108,2,1.4629483491329291,0.17319517651343758,0.5208068836722257,3.6676385333860346,3.270111103833729,25.29885110335936,0.5291035814270125
690000,4,2,189,7,0.2698329261163715,1.1197394348147853,0.17199837652769817,0.13500485927050612,0.6705338087860081,22.291968533634282,0.9648205311546904
650000,3,1,98,2,0,0,0,0,0,0,0
330000,3,1,57,1,0,0,0.14599105960351358,0.0638540006358379,0.14361916263023353,27.598465807287724,0
540000,3,1,90,1,0.2970660485844271,1.5129527137483831,0.3094697789397506,0.7837503723105478,3.1223509573511876,28.72519705714005,0.4681096033797486
290000,3,1,60,1,0,0,0,0,0,0,0
790000,4,4,130,2,0,0,0,0,0,0,0
500000,3,1,117,2,0.7652403457980963,0.5449459781217322,0.7712390329554618,1.058312403322246,1.1344407666631255,24.92519969525898,0
350000,2,0,94,1,0.6099623762877491,1.4883731510681482,0.20466766747477766,0.9227428035395908,1.928984984963091,31.809787331413695,0.0412447899279083
1200000,4,4,208,3,0,0,0,0,0,0,0
1030000,4,2,136,2,0,0,0,0,0,0,0
870000,4,2,130,2,2.81137122833693,0.9168318059458385,2.164217753339457,5.382326819167122,4.614013820075174,30.749229691561005,1.4312036431288293
750000,4,1,156,2,0.08998421263685406,0.6516598372465944,1.145026201219933,0.8205731974890852,6.333688186400165,30.907034992596802,0.46547846930162734
322000,2,1,53,1,0.7481321227776547,0.6992557527983475,0,0,2.831603544566409,17.24913341376986,0.6428588225212569
870000,4,4,260,2,3.1514304528401182,0.4749690397765819,0.8614393548453633,3.829807858193777,4.2911839973475905,23.32017027427332,0.8215926374655506
440000,3,1,79,1,0.5467776990676885,0,2.69554706738587,2.311511087990995,3.7340820310370813,29.652721902207848,0.8151762809820557
860000,4,2,140,2,0.6462541775195091,0,0,0,0.5026468859859289,21.543022161324007,0.3196967901221683
